1	Homo_sapiens
2	Anopheles_gambiae
3	Apis_mellifera
4	Bos_taurus
5	Caenorhabditis_elegans
6	Canis_familiaris
7	Ciona_intestinalis
8	Drosophila_melanogaster
9	Danio_rerio
10	Takifugu_rubripes
11	Gallus_gallus
12	Monodelphis_domestica
13	Macaca_mulatta
14	Mus_musculus
15	Pan_troglodytes
16	Rattus_norvegicus
17	Saccharomyces_cerevisiae
18	Tetraodon_nigroviridis
19	Xenopus_tropicalis
20	Loxodonta_africana
21	Echinops_telfairi
22	Dasypus_novemcinctus
